Sale_ID,Brand,Region,Sales_Channel,Payment_Method,Date,Unit_Price,Warranty_Years,Software_Update
S0030926,OnePlus Nord,South America,Retail Store,UPI,26-06-2022,57000,2,4
S0030930,Apple iPhone,North America,Retail Store,UPI,20-12-2023,85000,3,5
S0030931,OnePlus Nord,Asia,Retail Store,UPI,03-05-2023,57000,2,4
S0030932,Samsung Galaxy,Africa,Retail Store,UPI,28-10-2023,60000,3,4
S0030934,Samsung Galaxy,Asia,Retail Store,UPI,27-04-2022,12000,1,0
S0030935,Samsung Galaxy,Europe,Retail Store,UPI,08-11-2023,66000,3,4
S0030938,Samsung Galaxy,Asia,Online,Credit Card,28-11-2022,70000,3,4
S0030939,Xiaomi (India),Asia,Online,Credit Card,17-07-2023,24000,1,1
S0030940,Realme,Africa,Retail Store,UPI,04-08-2023,57000,2,4
S0030941,Xiaomi (India),North America,Wholesale,Credit Card,08-01-2023,27000,1,2
S0030942,OnePlus Nord,Europe,Retail Store,UPI,11-11-2022,43000,2,3
S0030943,Apple iPhone,South America,Retail Store,UPI,29-01-2023,55000,2,3
S0030945,Apple iPhone,Africa,Retail Store,UPI,03-10-2022,28000,1,2
S0030946,Apple iPhone,North America,Retail Store,UPI,10-06-2023,48000,2,3
S0030947,Xiaomi (India),Europe,Retail Store,UPI,16-11-2022,42000,2,3
S0030949,OnePlus Nord,Asia,Retail Store,Credit Card,03-05-2023,76000,3,5
S0030950,Samsung Galaxy,South America,Retail Store,UPI,06-09-2022,11000,1,0
S0030952,Xiaomi (India),North America,Wholesale,Credit Card,20-04-2022,20000,1,1
S0030955,Realme,Europe,Retail Store,UPI,22-10-2023,85000,3,5
S0030959,Apple iPhone,Asia,Online,Credit Card,21-09-2023,70000,3,4
S0030963,OnePlus Nord,Asia,Retail Store,UPI,02-09-2023,40000,2,2
S0030964,Apple iPhone,Europe,Retail Store,UPI,16-03-2023,29000,1,2
S0030965,Xiaomi (India),South America,Online,UPI,24-09-2022,27000,1,2
S0030966,Xiaomi (India),South America,Online,Credit Card,14-02-2023,29000,1,2
S0030968,Samsung Galaxy,North America,Online,Credit Card,11-04-2022,64000,3,4
S0030969,Realme,Europe,Retail Store,UPI,09-08-2022,72000,3,5
S0030971,Realme,Europe,Retail Store,Debit Card,05-08-2023,79000,3,5
S0030972,Xiaomi (India),Europe,Retail Store,UPI,29-06-2022,40000,2,2
S0030975,Apple iPhone,Europe,Retail Store,Credit Card,22-06-2023,57000,2,4
S0030976,Xiaomi (India),Africa,Online,Credit Card,11-03-2022,37000,2,2
S0030977,Samsung Galaxy,South America,Retail Store,UPI,02-09-2022,37000,2,2
S0030978,Xiaomi (India),Africa,Online,Credit Card,24-05-2023,70000,3,4
S0030979,Apple iPhone,South America,Online,Credit Card,16-08-2023,24000,1,1
S0030980,Realme,North America,Retail Store,UPI,20-10-2023,74000,3,5
S0030982,Samsung Galaxy,South America,Online,Credit Card,17-11-2023,27000,1,2
S0030983,Samsung Galaxy,South America,Online,Net Banking,01-11-2023,76000,3,5
S0030984,Apple iPhone,Europe,Retail Store,UPI,10-01-2023,37000,2,2
S0030985,Apple iPhone,Africa,Retail Store,UPI,19-06-2022,76000,3,5
S0030986,Apple iPhone,North America,Retail Store,Debit Card,31-03-2023,40000,2,2
S0030988,OnePlus Nord,Europe,Online,Credit Card,28-07-2023,57000,2,4
S0030989,Apple iPhone,Europe,Retail Store,Debit Card,11-06-2022,27000,1,2
S0030991,Apple iPhone,North America,Online,Debit Card,21-10-2023,28000,1,2
S0030992,Samsung Galaxy,Europe,Retail Store,UPI,03-04-2023,33000,2,2
S0030996,Samsung Galaxy,Africa,Online,Credit Card,17-03-2022,39000,2,2
S0030997,Realme,North America,Retail Store,Credit Card,20-05-2023,20000,1,1
S0031000,Xiaomi (India),North America,Retail Store,UPI,18-08-2022,48000,2,3
S0031001,Realme,Europe,Wholesale,Debit Card,22-09-2022,66000,3,4
S0031003,Xiaomi (India),Europe,Retail Store,UPI,19-02-2022,79000,3,5
S0031006,Realme,Europe,Retail Store,UPI,06-04-2022,32000,2,2
S0031007,Apple iPhone,Africa,Retail Store,UPI,11-12-2022,65000,3,4
S0031008,Apple iPhone,North America,Retail Store,UPI,20-11-2022,55000,2,3
S0031009,Xiaomi (India),South America,Online,Debit Card,08-03-2023,20000,1,1
S0031010,Apple iPhone,Asia,Online,Credit Card,11-11-2022,55000,2,3
S0031011,Apple iPhone,South America,Retail Store,UPI,14-12-2022,42000,2,3
S0031013,Samsung Galaxy,Africa,Retail Store,UPI,29-04-2023,40000,2,2
S0031014,Samsung Galaxy,Africa,Wholesale,UPI,08-12-2023,33000,2,2
S0031021,Realme,Africa,Retail Store,UPI,28-12-2023,54000,2,3
S0031022,Realme,Africa,Online,Credit Card,19-01-2023,43000,2,3
S0031024,Samsung Galaxy,Asia,Retail Store,UPI,27-06-2023,48000,2,3
S0031025,Xiaomi (India),North America,Retail Store,UPI,23-06-2022,74000,3,5
S0031027,Realme,Asia,Retail Store,UPI,20-05-2022,84000,3,5
S0031029,Samsung Galaxy,Asia,Online,Credit Card,17-12-2023,42000,2,3
S0031030,Samsung Galaxy,Africa,Online,Credit Card,17-04-2022,85000,3,5
S0031031,Samsung Galaxy,Asia,Online,Credit Card,30-09-2022,28000,1,2
S0031032,Samsung Galaxy,North America,Online,Cash,20-02-2022,11000,1,0
S0031034,Apple iPhone,South America,Retail Store,UPI,20-06-2022,27000,1,2
S0031035,Apple iPhone,Europe,Retail Store,UPI,09-10-2022,70000,3,4
S0031036,Realme,Europe,Retail Store,UPI,17-04-2022,84000,3,5
S0031037,Xiaomi (India),Asia,Retail Store,UPI,01-02-2022,37000,2,2
S0031039,Realme,North America,Retail Store,UPI,13-05-2023,12000,1,0
S0031040,Samsung Galaxy,Africa,Retail Store,UPI,03-04-2022,60000,3,4
S0031041,Realme,Asia,Wholesale,Net Banking,11-03-2022,12000,1,0
S0031042,Realme,Asia,Retail Store,UPI,01-05-2023,65000,3,4
S0031044,Xiaomi (India),South America,Retail Store,UPI,22-12-2022,12000,1,0
S0031046,Samsung Galaxy,Europe,Retail Store,UPI,27-04-2022,76000,3,5
S0031047,Realme,Africa,Retail Store,UPI,23-08-2022,43000,2,3
S0031048,Xiaomi (India),Africa,Retail Store,UPI,11-07-2023,54000,2,3
S0031050,Realme,North America,Wholesale,Cash,19-12-2023,39000,2,2
S0031051,Samsung Galaxy,Africa,Retail Store,UPI,28-01-2023,43000,2,3
S0031052,Xiaomi (India),Europe,Wholesale,Net Banking,27-10-2022,60000,3,4
S0031053,Samsung Galaxy,North America,Retail Store,UPI,19-02-2022,76000,3,5
S0031054,Xiaomi (India),Asia,Retail Store,UPI,28-04-2022,60000,3,4
S0031055,Realme,North America,Retail Store,UPI,28-09-2023,28000,1,2
S0031057,Apple iPhone,South America,Retail Store,UPI,12-06-2023,29000,1,2
S0031059,Samsung Galaxy,Africa,Retail Store,UPI,15-11-2023,76000,3,5
S0031061,Samsung Galaxy,Africa,Retail Store,UPI,30-08-2023,55000,2,3
S0031062,OnePlus Nord,Europe,Retail Store,UPI,14-02-2023,76000,3,5
S0031065,Samsung Galaxy,North America,Retail Store,UPI,13-05-2023,74000,3,5
S0031066,Apple iPhone,South America,Retail Store,UPI,08-04-2022,76000,3,5
S0031067,Xiaomi (India),Asia,Online,Credit Card,21-08-2023,28000,1,2
S0031069,Samsung Galaxy,North America,Retail Store,UPI,13-02-2022,27000,1,2
S0031072,Samsung Galaxy,Europe,Retail Store,UPI,01-12-2022,11000,1,0
S0031074,Apple iPhone,North America,Retail Store,UPI,19-05-2022,32000,2,2
S0031077,Realme,Europe,Online,Cash,02-11-2022,28000,1,2
S0031079,Apple iPhone,Europe,Retail Store,UPI,17-10-2023,79000,3,5
S0031080,Realme,Asia,Online,Credit Card,01-06-2023,33000,2,2
S0031082,Samsung Galaxy,Europe,Retail Store,UPI,03-12-2023,28000,1,2
S0031084,Apple iPhone,Europe,Online,Credit Card,02-02-2022,55000,2,3
S0031085,Apple iPhone,Africa,Retail Store,UPI,12-03-2022,40000,2,2
S0031086,Realme,Europe,Retail Store,UPI,03-10-2023,70000,3,4
S0031087,OnePlus Nord,Europe,Retail Store,UPI,18-09-2022,74000,3,5
S0031092,Apple iPhone,South America,Retail Store,UPI,15-05-2023,39000,2,2
S0031093,Realme,South America,Retail Store,UPI,02-08-2023,37000,2,2
S0031094,Realme,South America,Online,Credit Card,14-12-2023,79000,3,5
S0031095,Apple iPhone,South America,Retail Store,UPI,28-06-2023,66000,3,4
S0031096,OnePlus Nord,South America,Retail Store,UPI,05-06-2023,76000,3,5
S0031097,Samsung Galaxy,Africa,Retail Store,UPI,22-04-2022,43000,2,3
S0031098,Realme,Europe,Online,Credit Card,30-01-2023,42000,2,3
S0031099,Apple iPhone,Africa,Retail Store,UPI,21-07-2022,20000,1,1
S0031100,Xiaomi (India),Europe,Online,Credit Card,24-01-2022,55000,2,3
S0031102,Samsung Galaxy,South America,Online,Credit Card,24-07-2022,27000,1,2
S0031103,Xiaomi (India),Asia,Retail Store,UPI,05-04-2022,70000,3,4
S0031105,Xiaomi (India),North America,Retail Store,UPI,10-03-2023,28000,1,2
S0031107,OnePlus Nord,Asia,Retail Store,UPI,19-10-2023,48000,2,3
S0031108,Realme,Africa,Wholesale,Debit Card,18-05-2022,43000,2,3
S0031110,Realme,South America,Retail Store,UPI,09-06-2023,57000,2,4
S0031111,Xiaomi (India),Asia,Retail Store,UPI,21-03-2022,32000,2,2
S0031112,Apple iPhone,North America,Online,Credit Card,28-06-2023,42000,2,3
S0031113,Xiaomi (India),Europe,Retail Store,UPI,12-02-2023,60000,3,4
S0031114,Xiaomi (India),Africa,Retail Store,UPI,02-07-2023,28000,1,2
S0031116,OnePlus Nord,Europe,Retail Store,UPI,25-04-2022,57000,2,4
S0031117,Apple iPhone,North America,Retail Store,UPI,29-07-2022,57000,2,4
S0031118,Xiaomi (India),Europe,Retail Store,UPI,20-05-2023,12000,1,0
S0031119,Realme,South America,Retail Store,UPI,12-12-2023,54000,2,3
S0031120,Apple iPhone,Asia,Retail Store,UPI,30-04-2023,64000,3,4
S0031121,Samsung Galaxy,Africa,Retail Store,UPI,14-02-2023,39000,2,2
S0031123,OnePlus Nord,Europe,Online,Credit Card,17-11-2023,33000,2,2
S0031124,Apple iPhone,Europe,Retail Store,UPI,23-12-2023,55000,2,3
S0031125,Samsung Galaxy,Africa,Retail Store,UPI,02-10-2022,12000,1,0
S0031126,Realme,Europe,Retail Store,Credit Card,25-12-2023,32000,2,2
S0031127,Samsung Galaxy,Africa,Retail Store,Credit Card,25-05-2022,32000,2,2
S0031128,OnePlus Nord,Asia,Retail Store,UPI,05-08-2022,55000,2,3
S0031129,Apple iPhone,North America,Online,Credit Card,12-04-2023,48000,2,3
S0031132,Apple iPhone,South America,Online,Credit Card,20-05-2023,11000,1,0
S0031135,Apple iPhone,Europe,Online,Credit Card,24-11-2023,29000,1,2
S0031138,Realme,Europe,Retail Store,UPI,22-11-2022,24000,1,1
S0031140,Apple iPhone,South America,Online,Cash,19-04-2022,76000,3,5
S0031141,Xiaomi (India),Africa,Retail Store,UPI,15-01-2022,42000,2,3
S0031142,Apple iPhone,Europe,Retail Store,UPI,24-11-2022,55000,2,3
S0031144,Samsung Galaxy,Africa,Online,Cash,15-07-2023,40000,2,2
S0031145,OnePlus Nord,Europe,Retail Store,UPI,22-05-2022,33000,2,2
S0031147,OnePlus Nord,Asia,Retail Store,UPI,14-11-2022,86000,3,6
S0031150,OnePlus Nord,South America,Online,Credit Card,20-07-2022,32000,2,2
S0031151,OnePlus Nord,Asia,Wholesale,Credit Card,14-07-2022,24000,1,1
S0031154,Apple iPhone,Europe,Wholesale,Net Banking,12-05-2023,85000,3,5
S0031156,Samsung Galaxy,Africa,Online,UPI,09-12-2023,39000,2,2
S0031158,Xiaomi (India),Africa,Retail Store,UPI,26-11-2023,85000,3,5
S0031159,Samsung Galaxy,Africa,Retail Store,UPI,24-03-2023,37000,2,2
S0031160,Samsung Galaxy,South America,Online,Net Banking,25-08-2023,27000,1,2
S0031161,Samsung Galaxy,South America,Retail Store,UPI,09-12-2022,33000,2,2
S0031162,Samsung Galaxy,North America,Online,Credit Card,14-09-2022,72000,3,5
S0031163,OnePlus Nord,Europe,Retail Store,UPI,17-03-2023,37000,2,2
S0031165,Samsung Galaxy,Asia,Online,Credit Card,23-03-2023,32000,2,2
S0031166,Apple iPhone,North America,Online,Credit Card,20-12-2023,20000,1,1
S0031169,OnePlus Nord,Asia,Online,Credit Card,30-04-2022,37000,2,2
S0031171,Realme,Asia,Retail Store,UPI,28-08-2023,86000,3,6
S0031173,Xiaomi (India),Europe,Retail Store,UPI,09-03-2023,32000,2,2
S0031174,Samsung Galaxy,South America,Online,Credit Card,23-08-2022,57000,2,4
S0031179,Xiaomi (India),South America,Online,Credit Card,27-03-2022,79000,3,5
S0031180,Apple iPhone,Europe,Retail Store,UPI,19-08-2023,33000,2,2
S0031181,Xiaomi (India),Asia,Retail Store,UPI,20-11-2023,54000,2,3
S0031182,Xiaomi (India),Africa,Retail Store,UPI,29-09-2023,43000,2,3
S0031183,Realme,Africa,Retail Store,UPI,07-02-2022,33000,2,2
S0031185,OnePlus Nord,Africa,Retail Store,UPI,07-09-2023,66000,3,4
S0031186,Apple iPhone,South America,Retail Store,UPI,12-02-2022,43000,2,3
S0031188,OnePlus Nord,Europe,Wholesale,UPI,01-11-2022,33000,2,2
S0031189,Xiaomi (India),Asia,Online,Credit Card,15-09-2022,84000,3,5
S0031190,Xiaomi (India),Asia,Retail Store,Cash,27-10-2022,32000,2,2
S0031191,Samsung Galaxy,Asia,Retail Store,UPI,17-08-2022,86000,3,6
S0031192,Realme,Europe,Retail Store,UPI,25-11-2022,85000,3,5
S0031195,Apple iPhone,North America,Retail Store,UPI,23-06-2023,20000,1,1
S0031196,Samsung Galaxy,South America,Online,Credit Card,15-09-2022,60000,3,4
S0031197,Apple iPhone,South America,Online,Credit Card,23-03-2023,28000,1,2
S0031198,Samsung Galaxy,Asia,Retail Store,UPI,21-01-2022,84000,3,5
S0031199,Xiaomi (India),Asia,Online,Credit Card,15-01-2023,85000,3,5
S0031200,OnePlus Nord,Asia,Retail Store,UPI,05-09-2022,40000,2,2
S0031203,Realme,Asia,Wholesale,Debit Card,08-01-2023,84000,3,5
S0031205,OnePlus Nord,Asia,Online,Debit Card,18-02-2023,33000,2,2
S0031208,Apple iPhone,Africa,Retail Store,Credit Card,08-04-2022,64000,3,4
S0031209,Xiaomi (India),Europe,Retail Store,UPI,21-06-2023,33000,2,2
S0031210,Apple iPhone,Africa,Retail Store,UPI,29-07-2023,40000,2,2
S0031213,Realme,Asia,Retail Store,UPI,27-01-2023,72000,3,5
S0031215,Samsung Galaxy,South America,Online,Credit Card,02-09-2023,74000,3,5
S0031217,Apple iPhone,Europe,Online,Credit Card,20-02-2023,43000,2,3
S0031219,OnePlus Nord,Asia,Online,UPI,21-10-2023,33000,2,2
S0031220,Samsung Galaxy,North America,Retail Store,UPI,09-01-2022,76000,3,5
S0031221,OnePlus Nord,Africa,Online,Credit Card,19-01-2022,24000,1,1
S0031222,OnePlus Nord,Asia,Retail Store,UPI,25-05-2022,72000,3,5
S0031224,Apple iPhone,North America,Retail Store,UPI,30-12-2022,65000,3,4
S0031226,Realme,South America,Retail Store,UPI,10-08-2022,54000,2,3
S0031227,OnePlus Nord,Asia,Online,Cash,26-10-2022,27000,1,2
S0031229,OnePlus Nord,Europe,Online,Credit Card,27-04-2023,74000,3,5
S0031230,Apple iPhone,South America,Retail Store,UPI,01-04-2023,86000,3,6
S0031232,OnePlus Nord,North America,Retail Store,UPI,17-07-2023,85000,3,5
S0031233,Xiaomi (India),Europe,Retail Store,UPI,14-10-2022,72000,3,5
S0031234,OnePlus Nord,Africa,Retail Store,UPI,27-08-2022,48000,2,3
S0031235,Samsung Galaxy,North America,Online,Credit Card,19-11-2023,33000,2,2
S0031236,OnePlus Nord,North America,Retail Store,UPI,12-12-2022,55000,2,3
S0031237,Realme,Africa,Retail Store,UPI,11-11-2022,85000,3,5
S0031240,Xiaomi (India),North America,Wholesale,UPI,28-07-2023,60000,3,4
S0031241,Samsung Galaxy,Asia,Retail Store,UPI,19-02-2023,32000,2,2
S0031244,Samsung Galaxy,Asia,Retail Store,UPI,23-01-2023,42000,2,3
S0031245,Xiaomi (India),Africa,Retail Store,UPI,27-04-2022,54000,2,3
S0031246,OnePlus Nord,Africa,Retail Store,UPI,26-09-2022,74000,3,5
S0031247,OnePlus Nord,Europe,Retail Store,Debit Card,29-08-2022,28000,1,2
S0031248,OnePlus Nord,Asia,Retail Store,UPI,20-06-2022,33000,2,2
S0031250,Realme,South America,Online,Net Banking,18-03-2022,11000,1,0
S0031252,OnePlus Nord,Europe,Retail Store,UPI,27-02-2022,20000,1,1
S0031254,Xiaomi (India),Africa,Retail Store,UPI,23-10-2022,28000,1,2
S0031256,Realme,Africa,Retail Store,UPI,24-04-2022,57000,2,4
S0031257,OnePlus Nord,Europe,Retail Store,UPI,30-06-2023,65000,3,4
S0031260,Realme,South America,Retail Store,UPI,08-03-2022,29000,1,2
S0031261,Realme,North America,Retail Store,UPI,19-01-2022,86000,3,6
S0031262,OnePlus Nord,South America,Retail Store,UPI,05-06-2023,24000,1,1
S0031263,Realme,North America,Online,Credit Card,11-10-2022,60000,3,4
S0031266,OnePlus Nord,South America,Retail Store,UPI,05-09-2023,57000,2,4
S0031267,OnePlus Nord,North America,Online,Credit Card,24-10-2023,27000,1,2
S0031268,Apple iPhone,South America,Retail Store,UPI,03-01-2022,48000,2,3
S0031270,Realme,North America,Online,Credit Card,01-07-2022,84000,3,5
S0031271,Apple iPhone,North America,Retail Store,UPI,24-03-2022,24000,1,1
S0031273,Samsung Galaxy,North America,Retail Store,UPI,19-03-2022,39000,2,2
S0031276,OnePlus Nord,South America,Retail Store,UPI,29-09-2022,84000,3,5
S0031279,OnePlus Nord,South America,Retail Store,UPI,14-04-2022,48000,2,3
S0031281,Apple iPhone,North America,Retail Store,UPI,25-09-2023,85000,3,5
S0031283,OnePlus Nord,Europe,Retail Store,UPI,11-11-2022,42000,2,3
S0031286,Realme,Asia,Retail Store,UPI,16-01-2022,37000,2,2
S0031287,OnePlus Nord,North America,Wholesale,Cash,29-05-2023,57000,2,4
S0031288,Samsung Galaxy,North America,Online,Debit Card,26-12-2022,54000,2,3
S0031291,Samsung Galaxy,Africa,Retail Store,UPI,12-09-2022,60000,3,4
S0031292,OnePlus Nord,Europe,Retail Store,UPI,25-08-2023,76000,3,5
S0031294,Apple iPhone,Africa,Retail Store,UPI,06-05-2022,27000,1,2
S0031297,Samsung Galaxy,North America,Retail Store,UPI,30-03-2022,20000,1,1
S0031298,Apple iPhone,Asia,Retail Store,UPI,03-04-2023,33000,2,2
S0031300,Samsung Galaxy,South America,Retail Store,UPI,19-01-2022,65000,3,4
S0031303,Xiaomi (India),Asia,Online,Credit Card,22-06-2023,29000,1,2
S0031304,Apple iPhone,Europe,Retail Store,UPI,10-09-2022,60000,3,4
S0031305,Samsung Galaxy,Asia,Retail Store,UPI,12-09-2023,48000,2,3
S0031306,Realme,Asia,Online,Credit Card,08-05-2023,55000,2,3
S0031309,Realme,South America,Retail Store,UPI,25-02-2022,27000,1,2
S0031310,Realme,Africa,Retail Store,UPI,25-02-2022,84000,3,5
S0031311,Xiaomi (India),Europe,Retail Store,UPI,05-01-2022,11000,1,0
S0031312,Apple iPhone,Africa,Retail Store,UPI,13-08-2023,86000,3,6
S0031313,Realme,North America,Retail Store,UPI,15-05-2023,57000,2,4
S0031314,Realme,Asia,Retail Store,UPI,07-04-2022,54000,2,3
S0031317,Samsung Galaxy,Europe,Online,Credit Card,28-05-2022,60000,3,4
S0031319,OnePlus Nord,South America,Online,Debit Card,03-09-2023,48000,2,3
S0031320,OnePlus Nord,Asia,Retail Store,UPI,30-05-2022,24000,1,1
S0031322,Apple iPhone,Europe,Retail Store,UPI,11-09-2022,37000,2,2
S0031325,Samsung Galaxy,Asia,Online,Net Banking,24-07-2022,39000,2,2
S0031327,Apple iPhone,Europe,Online,Credit Card,29-01-2022,76000,3,5
S0031328,Xiaomi (India),South America,Online,Credit Card,30-01-2022,54000,2,3
S0031329,OnePlus Nord,Europe,Online,Credit Card,31-05-2022,12000,1,0
S0031330,OnePlus Nord,Asia,Retail Store,UPI,30-07-2023,24000,1,1
S0031331,Realme,Asia,Retail Store,UPI,31-05-2023,70000,3,4
S0031333,OnePlus Nord,Asia,Retail Store,UPI,23-06-2022,64000,3,4
S0031334,Xiaomi (India),North America,Retail Store,UPI,21-09-2023,76000,3,5
S0031335,Xiaomi (India),Asia,Retail Store,UPI,17-03-2023,65000,3,4
S0031336,Samsung Galaxy,North America,Retail Store,UPI,12-07-2023,42000,2,3
S0031337,Apple iPhone,Asia,Retail Store,UPI,06-05-2023,43000,2,3
S0031338,OnePlus Nord,North America,Retail Store,UPI,25-11-2023,70000,3,4
S0031341,Samsung Galaxy,North America,Wholesale,Cash,29-08-2023,27000,1,2
S0031346,Realme,Asia,Retail Store,UPI,20-03-2022,85000,3,5
S0031348,Samsung Galaxy,North America,Retail Store,UPI,27-07-2022,54000,2,3
S0031349,Samsung Galaxy,Europe,Retail Store,UPI,16-06-2022,32000,2,2
S0031350,Apple iPhone,North America,Retail Store,UPI,26-09-2023,86000,3,6
S0031357,Apple iPhone,Asia,Wholesale,Debit Card,04-08-2023,29000,1,2
S0031358,OnePlus Nord,North America,Online,Credit Card,09-09-2022,60000,3,4
S0031360,Xiaomi (India),North America,Retail Store,Net Banking,26-05-2022,48000,2,3
S0031362,Samsung Galaxy,Africa,Retail Store,UPI,24-04-2023,33000,2,2
S0031364,Apple iPhone,Africa,Wholesale,Debit Card,08-11-2022,65000,3,4
S0031365,Xiaomi (India),Europe,Retail Store,UPI,19-06-2023,39000,2,2
S0031366,Xiaomi (India),Africa,Retail Store,UPI,20-06-2023,85000,3,5
S0031372,Xiaomi (India),Asia,Retail Store,UPI,02-01-2022,28000,1,2
S0031373,Samsung Galaxy,South America,Online,Credit Card,11-03-2023,86000,3,6
S0031374,Realme,North America,Retail Store,UPI,16-06-2023,29000,1,2
S0031376,Xiaomi (India),Asia,Retail Store,UPI,24-06-2023,32000,2,2
S0031378,Xiaomi (India),Africa,Retail Store,UPI,10-08-2022,48000,2,3
S0031379,Xiaomi (India),Asia,Retail Store,UPI,15-01-2023,12000,1,0
S0031380,OnePlus Nord,Europe,Retail Store,UPI,11-01-2022,29000,1,2
S0031381,Apple iPhone,North America,Online,Credit Card,08-11-2022,40000,2,2
S0031382,Realme,North America,Retail Store,UPI,29-10-2023,70000,3,4
S0031384,Xiaomi (India),North America,Retail Store,UPI,16-11-2022,64000,3,4
S0031385,Realme,North America,Retail Store,UPI,07-03-2022,28000,1,2
S0031386,Samsung Galaxy,Africa,Retail Store,UPI,07-02-2022,32000,2,2
S0031388,Samsung Galaxy,Europe,Online,Credit Card,28-11-2022,55000,2,3
S0031389,Samsung Galaxy,Asia,Retail Store,UPI,29-09-2023,76000,3,5
S0031390,Xiaomi (India),Asia,Retail Store,UPI,07-05-2022,72000,3,5
S0031391,Samsung Galaxy,South America,Online,Debit Card,19-09-2023,57000,2,4
S0031394,Samsung Galaxy,South America,Retail Store,UPI,15-04-2022,55000,2,3
S0031395,Samsung Galaxy,Asia,Retail Store,UPI,14-01-2023,11000,1,0
S0031396,Realme,Asia,Retail Store,UPI,15-09-2023,33000,2,2
S0031398,Apple iPhone,Asia,Retail Store,UPI,04-06-2022,12000,1,0
S0031399,Realme,North America,Online,Credit Card,14-07-2022,28000,1,2
S0031400,Apple iPhone,Europe,Online,Credit Card,16-10-2022,43000,2,3
S0031401,Samsung Galaxy,Africa,Retail Store,UPI,06-07-2023,79000,3,5
S0031402,Apple iPhone,Asia,Retail Store,UPI,26-01-2022,84000,3,5
S0031407,Xiaomi (India),North America,Wholesale,Cash,18-12-2022,86000,3,6
S0031408,OnePlus Nord,Africa,Retail Store,UPI,05-08-2022,29000,1,2
S0031409,OnePlus Nord,South America,Retail Store,UPI,18-11-2022,74000,3,5
S0031410,OnePlus Nord,North America,Retail Store,UPI,19-11-2023,85000,3,5
S0031411,Xiaomi (India),Europe,Retail Store,UPI,18-02-2023,54000,2,3
S0031413,Xiaomi (India),North America,Online,Credit Card,29-05-2023,28000,1,2
S0031414,Xiaomi (India),Africa,Retail Store,UPI,04-09-2023,65000,3,4
S0031417,Realme,South America,Retail Store,UPI,05-01-2023,57000,2,4
S0031418,Realme,Europe,Retail Store,Debit Card,07-10-2022,65000,3,4
S0031419,Apple iPhone,South America,Retail Store,UPI,08-04-2023,24000,1,1
S0031420,Realme,Africa,Wholesale,Cash,01-09-2023,32000,2,2
S0031421,OnePlus Nord,Europe,Retail Store,UPI,15-10-2023,60000,3,4
S0031422,Apple iPhone,Africa,Online,Credit Card,20-11-2022,86000,3,6
S0031426,Samsung Galaxy,Asia,Retail Store,UPI,11-11-2022,54000,2,3
S0031429,Xiaomi (India),Asia,Retail Store,UPI,11-05-2023,76000,3,5
S0031431,Apple iPhone,North America,Wholesale,Debit Card,29-06-2023,32000,2,2
S0031432,Xiaomi (India),Asia,Online,Credit Card,29-05-2023,37000,2,2
S0031433,Realme,North America,Online,Credit Card,11-07-2023,28000,1,2
S0031434,Xiaomi (India),South America,Retail Store,UPI,25-06-2022,84000,3,5
S0031437,Xiaomi (India),North America,Retail Store,UPI,19-08-2023,66000,3,4
S0031438,Realme,South America,Retail Store,UPI,13-05-2023,70000,3,4
S0031440,Xiaomi (India),South America,Retail Store,UPI,24-02-2023,37000,2,2
S0031441,OnePlus Nord,South America,Online,Debit Card,04-07-2022,54000,2,3
S0031443,Samsung Galaxy,Asia,Online,Credit Card,11-11-2022,20000,1,1
S0031444,Samsung Galaxy,North America,Retail Store,UPI,15-01-2023,57000,2,4
S0031445,OnePlus Nord,Asia,Online,Net Banking,16-10-2023,70000,3,4
S0031447,Samsung Galaxy,Europe,Retail Store,UPI,30-01-2022,48000,2,3
S0031449,Apple iPhone,South America,Retail Store,UPI,23-11-2022,60000,3,4
S0031452,OnePlus Nord,North America,Retail Store,UPI,15-02-2023,12000,1,0
S0031454,Samsung Galaxy,Africa,Retail Store,UPI,16-08-2023,39000,2,2
S0031455,Apple iPhone,North America,Retail Store,Credit Card,26-04-2022,28000,1,2
S0031456,Samsung Galaxy,Asia,Online,Net Banking,04-05-2023,66000,3,4
S0031459,Realme,Europe,Retail Store,UPI,07-06-2023,85000,3,5
S0031462,OnePlus Nord,Asia,Retail Store,UPI,18-11-2023,70000,3,4
S0031464,Apple iPhone,Africa,Retail Store,UPI,26-05-2023,27000,1,2
S0031466,Samsung Galaxy,Africa,Retail Store,UPI,05-05-2023,86000,3,6
S0031467,OnePlus Nord,Europe,Retail Store,UPI,20-01-2023,33000,2,2
S0031471,OnePlus Nord,Asia,Retail Store,UPI,15-10-2022,29000,1,2
S0031473,Apple iPhone,Africa,Retail Store,UPI,03-11-2023,70000,3,4
S0031474,OnePlus Nord,Africa,Retail Store,UPI,22-03-2023,55000,2,3
S0031475,OnePlus Nord,Africa,Online,Debit Card,23-09-2023,27000,1,2
S0031476,OnePlus Nord,Europe,Retail Store,UPI,21-11-2022,66000,3,4
S0031477,Apple iPhone,Africa,Online,Cash,16-12-2023,32000,2,2
S0031478,Xiaomi (India),Africa,Retail Store,UPI,04-10-2022,39000,2,2
S0031479,Samsung Galaxy,Europe,Retail Store,Net Banking,30-10-2023,79000,3,5
S0031482,Samsung Galaxy,Asia,Wholesale,Net Banking,16-08-2023,39000,2,2
S0031484,Xiaomi (India),Europe,Retail Store,Net Banking,06-09-2023,40000,2,2
